Name,Owner,Desc,url,forks,stars,watches,created_at
azure-keyvault-secrets-operator,cwoolum,,https://github.com/cwoolum/azure-keyvault-secrets-operator,0,1,3,2019-12-07
dendronaut-operator-kb,dskatz,,https://github.com/dskatz/dendronaut-operator-kb,0,0,2,2019-12-18
certs-controller,Jaywoods2,,https://github.com/Jaywoods2/certs-controller,0,3,1,2019-12-17
sample-controller-operatorsdk-take2,yukihirop,,https://github.com/yukihirop/sample-controller-operatorsdk-take2,0,0,1,2019-12-18
operator-e2e-harness,cardil,A testing harness for e2e of operators,https://github.com/cardil/operator-e2e-harness,0,0,2,2019-12-04
k8soperators,pliu,k8s operator examples with integration tests,https://github.com/pliu/k8soperators,0,0,1,2019-12-27
k8s-crd-operator-demo,rahulsidpatil,How to create k8s Custom Resource Definition(i.e.CRD) and a k8s Operator for it,https://github.com/rahulsidpatil/k8s-crd-operator-demo,0,0,1,2019-12-30
muminio,cbenien,Kubernetes operator to create Minio buckets and credentials declaratively,https://github.com/cbenien/muminio,0,0,1,2019-12-29
actions-runner-controller,actions,Kubernetes controller for GitHub Actions self-hosted runners,https://github.com/actions/actions-runner-controller,742,2963,36,2020-01-28
thanos-operator,banzaicloud,Kubernetes operator for deploying Thanos,https://github.com/banzaicloud/thanos-operator,39,260,7,2020-01-08
keepalived-operator,redhat-cop,An operator to manage VIPs backed by keepalived,https://github.com/redhat-cop/keepalived-operator,34,110,13,2020-01-30
airflow-on-k8s-operator,apache,Airflow on Kubernetes Operator,https://github.com/apache/airflow-on-k8s-operator,27,86,28,2020-01-15
multiclusterhub-operator,stolostron,,https://github.com/stolostron/multiclusterhub-operator,49,13,9,2020-01-30
multicloud-operators-foundation,stolostron,,https://github.com/stolostron/multicloud-operators-foundation,32,42,15,2020-01-30
operator-tools,cisco-open,Speed up the implementation and composition of Kubernetes Operators,https://github.com/cisco-open/operator-tools,17,56,5,2020-01-08
runtime-component-operator,application-stacks,A generic Operator capable of deploying any runtime component image with enterprise QoS and bind it to other services,https://github.com/application-stacks/runtime-component-operator,22,46,9,2020-01-22
ibm-licensing-operator,IBM,Operator for IBM License Service,https://github.com/IBM/ibm-licensing-operator,25,19,10,2020-01-16
bookkeeper-operator,pravega,Kubernetes Operator for bookkeeper,https://github.com/pravega/bookkeeper-operator,18,13,12,2020-01-16
newrelic-kubernetes-operator,newrelic,Operator to create New Relic configuration in Kubernetes,https://github.com/newrelic/newrelic-kubernetes-operator,15,39,17,2020-01-24
ibm-iam-operator,IBM,Operator used to install the common iam service,https://github.com/IBM/ibm-iam-operator,20,10,13,2020-01-21
cluster-csi-snapshot-controller-operator,openshift,The csi-snapshot-controller-operator installs and maintains external CSI snapshot controller on a cluster.,https://github.com/openshift/cluster-csi-snapshot-controller-operator,38,3,14,2020-01-06
reaper-operator,k8ssandra,Kubernetes operator for Cassandra Reaper,https://github.com/k8ssandra/reaper-operator,14,7,8,2020-01-14
polkadot-k8s-operator,swisscom-blockchain,A Kubernetes operator to setup Polkadot nodes.,https://github.com/swisscom-blockchain/polkadot-k8s-operator,12,27,7,2020-01-31
ibm-cert-manager-operator,IBM,Operator used to manage the ibm cert-manager service,https://github.com/IBM/ibm-cert-manager-operator,18,6,10,2020-01-14
staticroute-operator,IBM,Static IP route operator for Kubernetes clusters,https://github.com/IBM/staticroute-operator,8,17,9,2020-01-28
k8s-aws-operator,goto-opensource,Attach Elastic IPs and Elastic Network Interfaces to Kubernetes pods,https://github.com/goto-opensource/k8s-aws-operator,9,26,5,2020-01-31
ibm-metering-operator,IBM,Operator used to manage the ibm metering service.,https://github.com/IBM/ibm-metering-operator,15,3,11,2020-01-09
dbaas-operator,amazeeio,DBaaS Operator,https://github.com/amazeeio/dbaas-operator,4,12,5,2020-01-12
ibm-commonui-operator,IBM,Operator used to install the common webui service,https://github.com/IBM/ibm-commonui-operator,12,3,11,2020-01-21
ibm-auditlogging-operator,IBM,Operator used to install IBM audit logging service,https://github.com/IBM/ibm-auditlogging-operator,8,4,12,2020-01-21
credstash-operator,ouzi-dev,A Kubernetes Controller for using Credstash Secrets in Kubernetes,https://github.com/ouzi-dev/credstash-operator,2,11,4,2020-01-28
etcd-backup-operator,giantswarm,Creates etcd backups and uploads them to AWS S3,https://github.com/giantswarm/etcd-backup-operator,4,3,12,2020-01-09
commit-status-tracker,bigkevmcd,A simple Operator for monitoring task statuses.,https://github.com/bigkevmcd/commit-status-tracker,3,2,2,2020-01-13
KubeOps,AlexsJones,"A simple Kubernetes Operator template that uses Golang, use it to build your own operators",https://github.com/AlexsJones/KubeOps,0,15,1,2020-01-11
celery-operator,RyanSiu1995,[Under Development] Running Celery 4 in Kubernetes with Ease,https://github.com/RyanSiu1995/celery-operator,0,6,3,2020-01-21
vaultsync-operator,thatInfrastructureGuy,Periodically syncs secrets from various Vaults to Kubernetes Secrets.,https://github.com/thatInfrastructureGuy/vaultsync-operator,1,6,2,2020-01-21
database-operator,hyponet,An experimental kubernetes operator about database,https://github.com/hyponet/database-operator,0,4,1,2020-01-17
ibm-mt-grqenforcer-operator,IBM,Operator for enforcement of GroupResourceQuotas in a multitenant cluster.,https://github.com/IBM/ibm-mt-grqenforcer-operator,2,0,8,2020-01-30
operator,stevegaossou,Kubernetes operator for installing Calico and Tigera Secure EE,https://github.com/stevegaossou/operator,0,0,0,2020-01-21
image-registry-operator,mgoltzsche,A kubernetes operator that manages image registries and access to them (alpha),https://github.com/mgoltzsche/image-registry-operator,1,3,2,2020-01-13
eks-operator,appvia,Operator to provision and manage AWS EKS clusters,https://github.com/appvia/eks-operator,1,2,2,2020-01-06
lieutenant-operator,projectsyn,The Project Syn Inventory API Operator,https://github.com/projectsyn/lieutenant-operator,1,2,8,2020-01-09
hello-operator,konfortes,k8s operator using operator-sdk,https://github.com/konfortes/hello-operator,0,0,2,2020-01-29
spring-service-operator,dsyer,,https://github.com/dsyer/spring-service-operator,0,2,3,2020-01-07
rocketmq-operator,kitdine,rocketmq operator,https://github.com/kitdine/rocketmq-operator,0,0,2,2020-01-15
operator-sample-kustomize,vincent-pli,"Sample of operator based on ""operator sdk"" and ""kustomize""",https://github.com/vincent-pli/operator-sample-kustomize,0,1,1,2020-01-13
oc-operator,Geoffrey42,K8S OpenConfig Operator,https://github.com/Geoffrey42/oc-operator,0,0,2,2020-01-15
k8s-event-logger-operator,fossabot,k8s event logger operator,https://github.com/fossabot/k8s-event-logger-operator,1,0,0,2020-01-15
appservice-operator,xilu0,,https://github.com/xilu0/appservice-operator,0,1,1,2020-01-09
micro-operator,dramirez-qb,This is a PoC for micro Kubernetes operator,https://github.com/dramirez-qb/micro-operator,0,0,0,2020-01-06
kwite-operator,tdhite,Kubernetes operator implementation for Kwites,https://github.com/tdhite/kwite-operator,0,0,2,2020-02-01
memcached-operator,zerogvt,,https://github.com/zerogvt/memcached-operator,0,0,1,2020-01-24
dodas-operator,DODAS-TS,Kubernates operator for DODAS resources,https://github.com/DODAS-TS/dodas-operator,0,0,4,2020-01-22
nodemgr-operator,rafabsb,kubernetes operator to help in node metadata management,https://github.com/rafabsb/nodemgr-operator,0,0,2,2020-01-26
gray-operator,vntbbb,,https://github.com/vntbbb/gray-operator,0,0,1,2020-01-02
genx-operator,vijay-dcrust,,https://github.com/vijay-dcrust/genx-operator,0,0,1,2020-01-10
kibana-operator,jakewarr8,,https://github.com/jakewarr8/kibana-operator,0,0,1,2020-01-16
app-operator,moosh3,,https://github.com/moosh3/app-operator,0,1,1,2020-01-09
canary-operator,vntbbb,,https://github.com/vntbbb/canary-operator,0,0,1,2020-01-02
namespace-operator,pavel-mikhalchuk,,https://github.com/pavel-mikhalchuk/namespace-operator,0,0,1,2020-02-01
istio-operator,maistra-prow-testing,,https://github.com/maistra-prow-testing/istio-operator,0,0,1,2020-01-28
kess-operator,yamajik,chopper serverless even for iot,https://github.com/yamajik/kess-operator,0,0,1,2020-01-19
gatling-operator,tpokki,,https://github.com/tpokki/gatling-operator,0,1,2,2020-01-18
trace-operator,alexeldeib,,https://github.com/alexeldeib/trace-operator,0,0,1,2020-01-14
pod-operator,jewzaam,Example operator used for DevConf.CZ 2020 presentation.,https://github.com/jewzaam/pod-operator,1,1,2,2020-01-07
dodas-operator,dciangot,,https://github.com/dciangot/dodas-operator,0,0,2,2020-01-20
test-operator,jberkhahn,,https://github.com/jberkhahn/test-operator,0,0,2,2020-01-15
example-operator,jw3,,https://github.com/jw3/example-operator,0,0,2,2020-01-02
gitbucket-operator,kanekoh,,https://github.com/kanekoh/gitbucket-operator,0,1,1,2020-01-04
podset-operator,zgcbj,,https://github.com/zgcbj/podset-operator,0,0,1,2020-01-17
mysql-operator,tx19980520,mysql operator with redis as cache,https://github.com/tx19980520/mysql-operator,0,0,2,2020-01-12
demo-operator,govinda-attal,,https://github.com/govinda-attal/demo-operator,0,0,1,2020-01-20
operator-addons,mmlt,,https://github.com/mmlt/operator-addons,0,0,2,2020-01-20
nifi-operator,shayneburgess,,https://github.com/shayneburgess/nifi-operator,1,0,0,2020-01-06
demo-operator,JyhDoGG,,https://github.com/JyhDoGG/demo-operator,0,0,2,2020-01-14
kubernetes-operator,vijay-dcrust,,https://github.com/vijay-dcrust/kubernetes-operator,0,0,1,2020-01-04
mysql-operator,cuijxin,,https://github.com/cuijxin/mysql-operator,0,0,2,2020-01-02
memcached-operator,nmagnezi,,https://github.com/nmagnezi/memcached-operator,0,0,2,2020-01-07
redis,chengyh2golang,operator-sdk custom redis cluster,https://github.com/chengyh2golang/redis,0,0,1,2020-01-09
operator_sdk_pro1,wanghh2000,,https://github.com/wanghh2000/operator_sdk_pro1,0,0,2,2020-01-06
kubernetes-cronjob-operator,axsaucedo,,https://github.com/axsaucedo/kubernetes-cronjob-operator,0,0,2,2020-01-18
secret-sync-operator,Menta2L,,https://github.com/Menta2L/secret-sync-operator,0,0,2,2020-01-10
observatorium_operator-sdk,nmagnezi,,https://github.com/nmagnezi/observatorium_operator-sdk,1,0,2,2020-01-06
secret-sync-operator,gableh,,https://github.com/gableh/secret-sync-operator,0,1,2,2020-01-20
aws-ssm-parameterstore-operator,calebpalmer,A Kubernetes Operator for creating Secrets from AWS Systems Manager Parameter Store Parameters.,https://github.com/calebpalmer/aws-ssm-parameterstore-operator,0,0,1,2020-01-08
new-descheduler-operator,damemi,temp home for the descheduler operator rework,https://github.com/damemi/new-descheduler-operator,0,0,1,2020-01-17
sts-test-operator,komish,Testing an Operator Consuming Statefulset Logic,https://github.com/komish/sts-test-operator,0,0,2,2020-01-03
metal3-operator,vincent-pli,,https://github.com/vincent-pli/metal3-operator,0,0,0,2020-01-07
kubernetes-customresource-operator,ironoa,Kubernetes Operator pattern for a custom resource,https://github.com/ironoa/kubernetes-customresource-operator,0,1,2,2020-01-23
openshift-samples-olm-operator,gabemontero,,https://github.com/gabemontero/openshift-samples-olm-operator,0,0,1,2020-01-17
kube-utilization-operator,dionborsboom,,https://github.com/dionborsboom/kube-utilization-operator,1,1,1,2020-01-14
manila-csi-operator,tombarron,Operator to create/configure/manage Manila CSI driver atop Kubernetes/OpenShift,https://github.com/tombarron/manila-csi-operator,0,0,1,2020-01-31
mysql-manager-operator,kdihalas,,https://github.com/kdihalas/mysql-manager-operator,0,0,1,2020-01-30
secret-sync-operator,unchartedsky,A K8s Operator that helps keep secrets in sync across multiple namespaces,https://github.com/unchartedsky/secret-sync-operator,1,0,3,2020-01-23
spire-k8s-operator,faisal-memon,,https://github.com/faisal-memon/spire-k8s-operator,0,0,0,2020-01-22
podset-operator-k8s,zeromsi,,https://github.com/zeromsi/podset-operator-k8s,0,0,1,2020-01-07
k8s-cluster-operator,pavel-mikhalchuk,Kubernetes operator for managing clusters with Kubespray,https://github.com/pavel-mikhalchuk/k8s-cluster-operator,0,0,1,2020-01-21
knopic,w00jay,Knopic' is an Operator for LINSTOR,https://github.com/w00jay/knopic,0,0,2,2020-01-30
iam-management-operator-k8s,gokulpch,Create and Manage IAM Roles using Kubernetes Declarative Spec-CRD,https://github.com/gokulpch/iam-management-operator-k8s,0,0,2,2020-01-29
S3-IAM-Folder-Service-Operator,jai-soni,,https://github.com/jai-soni/S3-IAM-Folder-Service-Operator,0,0,1,2020-01-17
k8s-examples,makkes,"Examples for interacting with a K8s cluster: operators, clients etc.",https://github.com/makkes/k8s-examples,0,1,3,2020-01-28
k8svirtops,leisheyoufu,A repo to test kubebuilder which is a tool to generate k8s operator framework,https://github.com/leisheyoufu/k8svirtops,0,0,1,2020-01-18
mongodb-kubernetes-operator,mongodb,MongoDB Community Kubernetes Operator,https://github.com/mongodb/mongodb-kubernetes-operator,391,854,40,2020-02-17
cstor-operators,openebs,Collection of OpenEBS cStor Data Engine Operators,https://github.com/openebs/cstor-operators,65,82,14,2020-02-12
db-operator,kloeckner-i,The DB Operator creates databases and make them available in the cluster via Custom Resource.,https://github.com/kloeckner-i/db-operator,29,113,9,2020-02-21
helm-operator-plugins,operator-framework,Experimental refactoring of the operator-framework's helm operator,https://github.com/operator-framework/helm-operator-plugins,30,35,13,2020-02-11
windows-machine-config-operator,openshift,Windows MCO for OpenShift that handles addition of Windows nodes to the cluster,https://github.com/openshift/windows-machine-config-operator,54,35,24,2020-02-17
rainbond-operator,goodrain,rainbond operator 安装控制器,https://github.com/goodrain/rainbond-operator,28,10,5,2020-02-04
galera-operator,Orange-OpenSource,Galera Operator automates tasks for managing a Galera cluster in Kubernetes,https://github.com/Orange-OpenSource/galera-operator,16,35,17,2020-02-04
csi-driver-manila-operator,openshift,Operator for CSI Driver Manila to manage its lifecycle,https://github.com/openshift/csi-driver-manila-operator,27,9,18,2020-02-24
nova-operator,openstack-k8s-operators,,https://github.com/openstack-k8s-operators/nova-operator,22,5,8,2020-02-06
ibm-mongodb-operator,IBM,ibm-mongodb-operator,https://github.com/IBM/ibm-mongodb-operator,12,9,11,2020-02-12
neutron-operator,openstack-k8s-operators,,https://github.com/openstack-k8s-operators/neutron-operator,21,2,6,2020-02-06
sandbox-operator,plexsystems,A Kubernetes operator for creating isolated environments,https://github.com/plexsystems/sandbox-operator,5,37,4,2020-02-27
ibm-healthcheck-operator,IBM,Operator used to manage the health check service and must gather service,https://github.com/IBM/ibm-healthcheck-operator,14,5,9,2020-02-10
