Name,Owner,Desc,url,forks,stars,commits,watches,created_at,pushed_at
k8s-ardoq-bridge,ardoq,Your Kubernetes application resources and nodes continuously synced into your Ardoq workspace.,https://github.com/ardoq/k8s-ardoq-bridge,1,0,12,316,2021-12-21,2023-03-21
Unreal-Engine-Guide,mikeroyal,"Unreal Engine 5 Guide. Learn to develop games for Windows, Linux, macOS, iOS, Android, Xbox Series X|S, PlayStation 4 & 5, Nintendo Switch.",https://github.com/mikeroyal/Unreal-Engine-Guide,55,404,15,45,2021-12-19,2023-03-21
kubegems,kubegems,Let cloudnative management more easily.,https://github.com/kubegems/kubegems,65,318,14,1287,2022-01-20,2023-03-21
awesome-italia-remote,italiaremote,A list of remote-friendly or full-remote companies that targets Italian talents.,https://github.com/italiaremote/awesome-italia-remote,205,1406,37,473,2022-01-24,2023-03-01
elemental,rancher,Elemental is an immutable Linux distribution built to run Rancher and its corresponding Kubernetes distributions RKE2 and k3s. It is built using the Elemental-toolkit,https://github.com/rancher/elemental,31,138,18,653,2022-01-19,2023-03-20
avalanche-ops,ava-labs,operation toolkit for Avalanche nodes,https://github.com/ava-labs/avalanche-ops,11,27,10,1040,2022-01-29,2023-03-21
kafka-access-operator,strimzi,Operator for sharing access to Strimzi clusters across namespaces,https://github.com/strimzi/kafka-access-operator,3,5,10,14,2022-01-04,2023-01-16
machine-api-provider-powervs,openshift,This repository hosts an implementation of a provider for PowerVS for the OpenShift machine-api,https://github.com/openshift/machine-api-provider-powervs,12,1,20,143,2022-01-27,2023-03-20
devops-stack-module-keycloak,camptocamp,A DevOps Stack module to deploy and configure Keycloak as an OIDC provider,https://github.com/camptocamp/devops-stack-module-keycloak,4,1,13,34,2022-01-06,2023-03-08
gravitee-kubernetes-operator,gravitee-io,Gravitee Operator for Kubernetes (GKO),https://github.com/gravitee-io/gravitee-kubernetes-operator,1,3,14,498,2022-01-21,2023-03-20
helm-georchestra,georchestra,geOrchestra helm chart,https://github.com/georchestra/helm-georchestra,4,0,22,119,2022-01-13,2023-03-16
postgresql-patroni-container,canonical,PostgreSQL + Patroni Container,https://github.com/canonical/postgresql-patroni-container,2,0,11,11,2022-01-11,2023-03-02
single-active-consumer-operator,rabbitmq,,https://github.com/rabbitmq/single-active-consumer-operator,1,0,12,97,2022-02-01,2023-03-20
prometheus-operator-crd,giantswarm,,https://github.com/giantswarm/prometheus-operator-crd,1,0,12,55,2022-01-12,2023-03-16
default-apps-openstack,giantswarm,Default Apps installed in OpenStack Clusters,https://github.com/giantswarm/default-apps-openstack,0,0,11,92,2022-01-07,2023-03-20
terraform-aws-budgets,cloudposse,Terraform module to manage AWS Budgets.,https://github.com/cloudposse/terraform-aws-budgets,4,8,12,13,2022-01-13,2023-01-05
netex-validator-java,entur,Validate NeTEx dataset against the Nordic NeTEx profile,https://github.com/entur/netex-validator-java,0,0,18,183,2022-01-13,2023-03-20
flink-kubernetes-operator,apache,Apache Flink Kubernetes Operator,https://github.com/apache/flink-kubernetes-operator,223,436,46,575,2022-02-10,2023-03-20
cloudnative-pg,cloudnative-pg,"CloudNativePG is a Kubernetes operator that covers the full lifecycle of a PostgreSQL database cluster with a primary/standby architecture, using native streaming replication",https://github.com/cloudnative-pg/cloudnative-pg,82,1069,15,2114,2022-03-10,2023-03-21
stunner,l7mp,A Kubernetes media gateway for WebRTC. Contact: info@l7mp.io,https://github.com/l7mp/stunner,32,468,17,472,2022-02-08,2023-03-18
tackle2-operator,konveyor,Tackle Operator fully manages the deployment and life cycle of Tackle on Kubernetes and OpenShift.,https://github.com/konveyor/tackle2-operator,18,6,12,272,2022-02-17,2023-03-15
enclave-cc,confidential-containers,Process-based Confidential Container Runtime,https://github.com/confidential-containers/enclave-cc,22,25,19,160,2022-03-10,2023-03-21
release-service,redhat-appstudio,Kubernetes controller to manage releases in Stonesoup,https://github.com/redhat-appstudio/release-service,16,6,11,351,2022-03-09,2023-03-17
sneller,SnellerInc,"Vectorized SQL for JSON at scale: fast, simple, schemaless",https://github.com/SnellerInc/sneller,27,725,14,997,2022-03-25,2023-03-16
deppy,operator-framework,Deppy: The dependency resolver for Kubernetes,https://github.com/operator-framework/deppy,17,9,16,78,2022-02-15,2023-03-15
crane-scheduler,gocrane,Crane scheduler is a Kubernetes scheduler which can schedule pod based on actual node load.,https://github.com/gocrane/crane-scheduler,33,110,10,56,2022-03-04,2022-12-09
nginx-ingress-helm-operator,nginxinc,NGINX Ingress Operator for NGINX and NGINX Plus Ingress Controllers. Based on the Helm chart for NGINX Ingress Controller - https://github.com/nginxinc/helm-charts,https://github.com/nginxinc/nginx-ingress-helm-operator,10,17,13,72,2022-03-07,2023-03-15
build-service,redhat-appstudio,"""Component in, PipelineRun out""",https://github.com/redhat-appstudio/build-service,18,2,14,235,2022-03-30,2023-03-21
Self-Hosting-Guide,mikeroyal,"Self-Hosting Guide. Learn all about  locally hosting (on premises & private web servers) and managing software applications by yourself or your organization. Including WireGuard, Home Assistant, Homebridge, Jellyfin, Wi-Fi 6 (2.4 GHz and 5 GHz), and Wi-Fi 6E (6 GHz).",https://github.com/mikeroyal/Self-Hosting-Guide,181,4311,52,414,2022-02-06,2023-03-21
aks-app-routing-operator,Azure,Kubernetes operator that implements AKS Web Application Routing,https://github.com/Azure/aks-app-routing-operator,4,11,52,56,2022-03-29,2023-03-20
cluster-control-plane-machine-set-operator,openshift,Operator for managing ControlPlaneMachineSet resources,https://github.com/openshift/cluster-control-plane-machine-set-operator,16,2,11,455,2022-02-03,2023-03-16
ezdemo,HewlettPackard,HPE Ezmeral Deployment tool for demos,https://github.com/HewlettPackard/ezdemo,13,9,11,549,2022-02-09,2022-09-01
tackle2-ui,konveyor,Tackle (2nd generation) UI component.,https://github.com/konveyor/tackle2-ui,12,3,13,564,2022-02-17,2023-03-21
kafka-k8s-operator,canonical,Kafka K8s operator,https://github.com/canonical/kafka-k8s-operator,6,3,14,105,2022-02-09,2023-03-20
KAN,Azure,"KubeAI Application Nucleus for edge is a solution accelerator for creating, deploying, and operating environment-aware solutions at scale that use artificial intelligence (AI) at the edge with the control and flexibility of open-source natively on your environment. ",https://github.com/Azure/KAN,6,36,17,38,2022-03-29,2023-03-07
volume-snapshot-mover,migtools,,https://github.com/migtools/volume-snapshot-mover,9,10,12,348,2022-03-01,2023-03-20
node-observability-operator,openshift,An Operator that will be able to gather debugging/profiling data over a custom period of time which would be helpful to troubleshoot and resolve issues for OpenShift customers.,https://github.com/openshift/node-observability-operator,10,5,12,164,2022-02-24,2023-03-14
awesome-software-supply-chain-security,bureado,"A compilation of resources in the software supply chain security domain, with emphasis on open source",https://github.com/bureado/awesome-software-supply-chain-security,7,149,14,415,2022-02-20,2022-11-14
zookeeper-k8s-operator,canonical,ZooKeeper K8s Operator,https://github.com/canonical/zookeeper-k8s-operator,6,0,13,106,2022-02-03,2023-03-14
mysql-operator,canonical,Machine charm for MySQL following the operator framework,https://github.com/canonical/mysql-operator,5,2,11,105,2022-03-25,2023-03-21
node-observability-agent,openshift,CRI-O (container runtime interface) and Kubelet (service on each node) scripts to support node-observability-operator.,https://github.com/openshift/node-observability-agent,7,1,13,94,2022-02-24,2022-12-22
predictive-vpa-recommenders,openshift,The repo includes a set of Vertical Pod Autoscaler (VPA) recommenders pluggable with the default VPA on OpenShift.,https://github.com/openshift/predictive-vpa-recommenders,2,8,14,19,2022-03-04,2022-10-05
provider-crossplane,topfreegames,Operator to manage Kubernetes Clusters Network,https://github.com/topfreegames/provider-crossplane,0,4,16,186,2022-02-14,2023-03-20
AlterNats,Cysharp,An alternative high performance NATS client for .NET.,https://github.com/Cysharp/AlterNats,18,253,11,142,2022-03-22,2023-02-10
messaging,clemensv,Resource collection for messaging and eventing,https://github.com/clemensv/messaging,51,661,50,37,2022-02-28,2023-01-05
k8s-dogu-operator,cloudogu,Cloudogu EcoSystem Dogu operator for Kubernetes,https://github.com/cloudogu/k8s-dogu-operator,1,2,13,930,2022-02-24,2023-03-20
mysql-router-k8s-operator,canonical,Mysql router operator charm for kubernetes,https://github.com/canonical/mysql-router-k8s-operator,1,0,12,30,2022-03-25,2023-03-20
openstack-cloud-controller-operator,canonical,Charmed Operator for the OpenStack Cloud Controller in Kubernetes,https://github.com/canonical/openstack-cloud-controller-operator,0,0,12,19,2022-02-17,2023-01-06
cinder-csi-operator,canonical,Charmed Operator for Cinder CSI plugin for Kubernetes,https://github.com/canonical/cinder-csi-operator,0,0,10,10,2022-02-17,2022-10-04
security-bundle,giantswarm,Giant Swarm's managed collection of open-source security tools,https://github.com/giantswarm/security-bundle,0,0,13,72,2022-02-07,2023-03-20
awesome-cloudnative-trainings,joseadanof,Awesome Trainings from Cloud Native Computing Foundation Projects and Kubernetes related software,https://github.com/joseadanof/awesome-cloudnative-trainings,151,928,47,46,2022-04-13,2023-02-08
risingwave-operator,risingwavelabs,Kubernetes operator for RisingWave.,https://github.com/risingwavelabs/risingwave-operator,12,40,24,227,2022-04-20,2023-03-21
operator-controller,operator-framework,,https://github.com/operator-framework/operator-controller,14,4,14,39,2022-04-25,2023-03-10
lifecycle-manager,kyma-project,Controller that manages the lifecycle of Kyma Modules in your cluster.,https://github.com/kyma-project/lifecycle-manager,19,5,17,486,2022-04-29,2023-03-21
terraform-aws-hashicorp-vault-eks-addon,hashicorp,HashiCorp Vault Add-on for AWS EKS,https://github.com/hashicorp/terraform-aws-hashicorp-vault-eks-addon,9,13,10,6,2022-04-13,2023-03-06
helm-project-operator,rancher,,https://github.com/rancher/helm-project-operator,8,3,11,157,2022-04-26,2023-03-09
kafka-operator,canonical,Kafka VM operator,https://github.com/canonical/kafka-operator,6,0,11,224,2022-04-13,2023-03-21
kubernetes-secrets-injector,1Password,,https://github.com/1Password/kubernetes-secrets-injector,3,17,11,119,2022-04-14,2023-03-18
k6-chaos,grafana,Repository of helpers to run chaos experiments with k6,https://github.com/grafana/k6-chaos,4,11,99,28,2022-04-07,2022-11-02
csp-adapter,rancher,,https://github.com/rancher/csp-adapter,9,0,20,60,2022-04-21,2023-02-23
service-binding-operator-helm-chart,redhat-developer,This is a repo where SBO Helm Chart releases will be published,https://github.com/redhat-developer/service-binding-operator-helm-chart,3,0,16,3,2022-04-12,2023-01-18
terraform-opentelemetry-dashboards,lightstep,OpenTelemetry Integration Dashboards for Terraform,https://github.com/lightstep/terraform-opentelemetry-dashboards,2,4,15,115,2022-04-20,2023-03-20
helm-locker,rancher,,https://github.com/rancher/helm-locker,2,2,10,50,2022-04-26,2023-02-24
terraform-on-aws-eks,stacksimplify,Terraform on AWS EKS Kubernetes IaC SRE- 50 Real-World Demos,https://github.com/stacksimplify/terraform-on-aws-eks,906,269,15,3,2022-05-25,2023-02-15
eks-multi-cluster-gitops,aws-samples,,https://github.com/aws-samples/eks-multi-cluster-gitops,28,136,16,221,2022-05-14,2023-02-20
aws-vpce-operator,openshift,Operator to manage AWS VPC Endpoints on OpenShift,https://github.com/openshift/aws-vpce-operator,10,3,12,322,2022-06-01,2023-03-21
otel-collector-charts,lightstep,This is the repository for Lightstep's recommendations for running an OpenTelemetry Collector.,https://github.com/lightstep/otel-collector-charts,4,5,17,59,2022-05-11,2023-03-17
zookeeper-operator,canonical,Source for Zookeeper VM Charm,https://github.com/canonical/zookeeper-operator,4,2,10,218,2022-05-12,2023-03-21
Verda,NetApp,This repository contains execution hooks to be used with Astra Control for popular Kubernetes applications.,https://github.com/NetApp/Verda,4,14,10,41,2022-05-27,2023-03-21
volt-monitoring,VoltDB,Grafana Dashboards for Volt Active Data,https://github.com/VoltDB/volt-monitoring,0,2,10,13,2022-05-17,2022-10-31
infra-ops,ploigos,GitOps repository for the infrastructure that contributors use to develop and test the Ploigos ecosystem,https://github.com/ploigos/infra-ops,1,0,13,74,2022-05-17,2022-11-07
k8s-apply-lib,cloudogu,A go library to apply generic resources to a Kubernetes cluster,https://github.com/cloudogu/k8s-apply-lib,0,0,12,54,2022-06-01,2023-03-03
ploigos-github-workflows,ploigos,,https://github.com/ploigos/ploigos-github-workflows,0,0,13,87,2022-05-09,2022-11-14
terraform-gitops-cp-datastage,cloud-native-toolkit,Module tp populate a gitops repo with the resources to provision cp-datastage,https://github.com/cloud-native-toolkit/terraform-gitops-cp-datastage,0,0,18,3,2022-05-10,2022-07-15
fabric-operator,hyperledger-labs,Hyperledger Fabric Kubernetes Operator,https://github.com/hyperledger-labs/fabric-operator,26,41,13,61,2022-06-07,2023-03-15
dolphinscheduler-operator,apache,Apache DolphinScheduler Kubernetes Operator.,https://github.com/apache/dolphinscheduler-operator,16,15,25,47,2022-07-04,2023-03-07
incubator-uniffle,apache,"Uniffle is a high performance, general purpose Remote Shuffle Service.",https://github.com/apache/incubator-uniffle,76,231,14,519,2022-06-17,2023-03-21
EazyBuilder,iSoftStoneGroup,Welcome to the EazyBuilder project,https://github.com/iSoftStoneGroup/EazyBuilder,110,667,62,460,2022-07-07,2023-01-18
ingress-node-firewall,openshift,"Ingress node firewall implements Kubernetes operator to provision stateless ingress node level firewall rules, stateless ingress node firewall implementation is done using eBPF XDP kernel plugin",https://github.com/openshift/ingress-node-firewall,13,7,12,523,2022-07-01,2023-03-20
operator-framework-rukpak,openshift,Rukpak runs in a Kubernetes cluster and defines an API for installing cloud native bundle content,https://github.com/openshift/operator-framework-rukpak,8,0,10,90,2022-07-05,2023-03-20
k8spxc-docs,percona,Documentation for Percona Operator for MySQL based on Percona XtraDB Cluster,https://github.com/percona/k8spxc-docs,6,4,16,84,2022-07-11,2023-03-04
tiflow-operator,pingcap,TiFlow-Operator creates and manages TiFlow clusters running in Kubernetes.,https://github.com/pingcap/tiflow-operator,5,0,21,54,2022-07-21,2023-02-09
okd-operator-pipeline,okd-project,OKD Tekton Pipeline Definitions,https://github.com/okd-project/okd-operator-pipeline,4,2,12,24,2022-07-12,2022-10-24
logging-view-plugin,openshift,,https://github.com/openshift/logging-view-plugin,7,3,16,137,2022-07-07,2023-03-20
terraform-cloud-operator,hashicorp,Kubernetes Operator allows managing Terraform Cloud resources via Kubernetes Custom Resources.,https://github.com/hashicorp/terraform-cloud-operator,1,15,13,126,2022-06-21,2023-03-21
